name,date,location,Lat,Long
Collector warns drivers,"January 21, 2011",TAMIL NADU,11.127123,78.656891
kozhikode today,"January 21, 2011",KERALA,10.850516,76.27108
Correction,"January 21, 2011",KARNATAKA,15.317277,75.71389
Free bus passes distributed,"January 21, 2011",TAMIL NADU,11.127123,78.656891
Sexuality minorities seek better deal,"January 22, 2011",KARNATAKA,15.317277,75.71389
Affordable art exhibition gives impetus to local artists,"January 22, 2011",TAMIL NADU,11.127123,78.656891
Need to protect environment,"January 23, 2011",TAMIL NADU,11.127123,78.656891
Signature campaign on HIV/AIDS launched,"January 23, 2011",ANDHRA PRADESH,15.9129,79.73999
Polio drops administered,"January 24, 2011",TAMIL NADU,11.127123,78.656891
V-C flags off cycle rally by British team,"January 26, 2011",ANDHRA PRADESH,15.9129,79.73999
GVMC to provide houses to PLHIV under JNNURM,"January 26, 2011",ANDHRA PRADESH,15.9129,79.73999
Police personnel trained to create AIDS awareness among public,"January 26, 2011",TAMIL NADU,11.127123,78.656891
Light music singers to seek welfare board,"January 28, 2011",TAMIL NADU,11.127123,78.656891
Light music singers to seek welfare board,"January 28, 2011",Chennai,13.08268,80.270721
BIMS gets funds for labs,"January 29, 2011",KARNATAKA,15.317277,75.71389
Workshop,"January 29, 2011",KARNATAKA,15.317277,75.71389
Paediatric ART Centre inaugurated,"January 30, 2011",ANDHRA PRADESH,15.9129,79.73999
â€˜Learning language helps understand culture',"January 30, 2011",KERALA,10.850516,76.27108
Additional nutrition for children living with HIV/AIDS sought,"January 30, 2011",ANDHRA PRADESH,15.9129,79.73999
In the capital today,"January 31, 2011",NEW DELHI,28.632429,77.218788
â€˜Pension for leprosy patients to be restored',"January 31, 2011",ANDHRA PRADESH,15.9129,79.73999
Nurses seek fair deal,"January 31, 2011",KARNATAKA,15.317277,75.71389
Income Tax official bags Sahitya Akademi award,"February 01, 2011",ANDHRA PRADESH,15.9129,79.73999
Swiss award for DD correspondent,"February 03, 2011",ANDHRA PRADESH,15.9129,79.73999
TIRUCHi today,"February 10, 2011",TAMIL NADU,11.127123,78.656891
Life skills for youth on WHO framework advocated,"December 23, 2010",TAMIL NADU,11.127123,78.656891
"Workshop on HIV awareness, life skills","December 23, 2010",ANDHRA PRADESH,15.9129,79.73999
School notes,"December 21, 2010",TAMIL NADU,11.127123,78.656891
IMA plans to expand blood bank,"December 23, 2010",TAMIL NADU,11.127123,78.656891
Number of HIV patients comes down,"December 23, 2010",TAMIL NADU,11.127123,78.656891
Certificates distributed to 36 prison inmates,"December 24, 2010",TAMIL NADU,11.127123,78.656891
Helpline for positive sex workers launched,"December 25, 2010",Chennai,13.08268,80.270721
Every hospital must have one bed for dialysis: HC,"December 13, 2010",Delhi,28.70406,77.102493
Excellent Hospital award for Ganga Ram,"December 15, 2010",NEW DELHI,28.632429,77.218788
Reserve one bed for dialysis in every hospital: High Court,"December 14, 2010",NEW DELHI,28.632429,77.218788
Workshop to sensitise stakeholders on HIV/AIDS,"December 14, 2010",ANDHRA PRADESH,15.9129,79.73999
Creating awareness on HIV/AIDS,"December 15, 2010",KARNATAKA,15.317277,75.71389
HIV/AIDS: â€˜Pratibimb' aims at reaching the un-reached,"December 16, 2010",ANDHRA PRADESH,15.9129,79.73999
Fruits of welfare schemes yet to reach women: Minister,"December 16, 2010",ANDHRA PRADESH,15.9129,79.73999
Bangalore today,"December 12, 2010",KARNATAKA,15.317277,75.71389
Influencing lives with the power of the pen,"December 12, 2010",TAMIL NADU,11.127123,78.656891
Free bus passes for HIV positive persons,"December 12, 2010",TAMIL NADU,11.127123,78.656891
Influencing lives with the power of the pen,"December 12, 2010",Chennai,13.08268,80.270721
â€˜Champion in Me 2010' concludes,"December 13, 2010",KARNATAKA,15.317277,75.71389
â€˜Restrict use of contraceptive injection',"December 13, 2010",NEW DELHI,28.632429,77.218788
Anantha Network of Positives' gesture,"December 17, 2010",ANDHRA PRADESH,15.9129,79.73999
Workshop on AIDS mainstreaming,"December 17, 2010",ANDHRA PRADESH,15.9129,79.73999
Motivating youth,"December 20, 2010",TAMIL NADU,11.127123,78.656891
Anbalayam gets thrust to expand service,"December 21, 2010",TAMIL NADU,11.127123,78.656891
â€œReach out to HIV affected childrenâ€,"December 30, 2010",TAMIL NADU,11.127123,78.656891
Loans to HIV carriers sought,"December 30, 2010",ANDHRA PRADESH,15.9129,79.73999
Peace march to mark Vishnuvardhan's first death anniversary,"December 30, 2010",Bengaluru,12.971599,77.594566
Peace march to mark Vishnuvardhan's first death anniversary,"December 31, 2010",TAMIL NADU,11.127123,78.656891
On a noble mission to help the have-nots,"December 31, 2010",ANDHRA PRADESH,15.9129,79.73999
Campaign against AIDS launched,"December 31, 2010",ANDHRA PRADESH,15.9129,79.73999
APSACS to implement migration strategy to counter AIDS,"December 11, 2010",ANDHRA PRADESH,15.9129,79.73999
HIV prevalence decreases in the State,"December 11, 2010",ANDHRA PRADESH,15.9129,79.73999
Health problems: expert lays stress on digital tech,"December 12, 2010",ANDHRA PRADESH,15.9129,79.73999
Red Ribbon show,"December 11, 2010",ANDHRA PRADESH,15.9129,79.73999
Free bus passes for HIV positive persons,"December 11, 2010",Chennai,13.08268,80.270721
Rally highlights need to shun discrimination,"December 11, 2010",TAMIL NADU,11.127123,78.656891
Bus passes for persons with HIV/AIDS,"December 12, 2010",TAMIL NADU,11.127123,78.656891
Free bus passes for HIV positive persons,"December 12, 2010",TAMIL NADU,11.127123,78.656891
Collector for awareness on HIV in school curriculum,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Plea for establishing home for AIDS-affected,"December 02, 2010",TAMIL NADU,11.127123,78.656891
Officials take pledge: we will help the HIV-hit,"December 02, 2010",TAMIL NADU,11.127123,78.656891
World AIDS Day observed,"December 02, 2010",TAMIL NADU,11.127123,78.656891
Sand sculpture spreading AIDS awareness message,"December 02, 2010",KARNATAKA,15.317277,75.71389
â€˜AIDS prevention is social responsibility',"December 02, 2010",KARNATAKA,15.317277,75.71389
"Jatha, street plays mark World AIDS Day","December 02, 2010",KARNATAKA,15.317277,75.71389
â€œ276 children have tested HIV positive in Villupuramâ€,"December 02, 2010",TAMIL NADU,11.127123,78.656891
Stress on AIDS awareness camps,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Awareness jatha in Kolar,"December 02, 2010",KARNATAKA,15.317277,75.71389
World AIDS Day observed,"December 02, 2010",KERALA,10.850516,76.27108
Blood storage units in 50 hospitals soon,"December 02, 2010",KERALA,10.850516,76.27108
Pledge upholding rights of HIV infected administered,"December 02, 2010",TAMIL NADU,11.127123,78.656891
Call to end discrimination against HIV-hit,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Mobile awareness campaign launched,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
â€˜Awareness only way to check spread of AIDS',"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
KSAPS accused of breaking confidentiality,"December 02, 2010",KARNATAKA,15.317277,75.71389
Jatha highlights need to eradicate stigma,"December 02, 2010",KARNATAKA,15.317277,75.71389
HIV/AIDS awareness session held,"December 01, 2010",ANDHRA PRADESH,15.9129,79.73999
In tune with AIDS awareness campaign,"December 01, 2010",TAMIL NADU,11.127123,78.656891
Motorbikes' rally on AIDS awareness campaign,"December 01, 2010",Tamil Nadu,11.127123,78.656891
Engagements,"December 01, 2010",ANDHRA PRADESH,15.9129,79.73999
The ABC of containing AIDS,"December 01, 2010",ANDHRA PRADESH,15.9129,79.73999
Campaign to create awareness on AIDS,"December 01, 2010",Tiruchirapalli,,
â€˜Awareness only way to check spread of AIDS',"December 01, 2010",Visakhapatnam,17.686815,83.218483
AIDS incidence alarming: official,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Rally marks World AIDS Day,"December 02, 2010",KARNATAKA,15.317277,75.71389
Pledge administered to mark World AIDS Day,"December 02, 2010",TAMIL NADU,11.127123,78.656891
Mobile VCTC launched,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Awareness drives mark World AIDS Day,"December 02, 2010",KERALA,10.850516,76.27108
AIDS awareness campaign by NCC cadets,"December 02, 2010",KERALA,10.850516,76.27108
World AIDS Day observed,"December 02, 2010",TAMIL NADU,11.127123,78.656891
TANSACS plans schemes to hike aid for HIV-positive persons,"December 02, 2010",TAMIL NADU,11.127123,78.656891
â€˜World AIDS Prevention Day' observed,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
Clouds over future of â€˜HIV positive' children,"December 02, 2010",ANDHRA PRADESH,15.9129,79.73999
KSAPS accused of breaking confidentiality,"December 03, 2010",TAMIL NADU,11.127123,78.656891
KSAPS accused of breaking confidentiality,"December 02, 2010",Bengaluru,12.971599,77.594566
"Rallies, awareness programmes mark AIDS Day","December 02, 2010",Chennai,13.08268,80.270721
Administration strives to check spread of HIV,"December 03, 2010",TAMIL NADU,11.127123,78.656891
HIV awareness week inaugurated,"December 03, 2010",KARNATAKA,15.317277,75.71389
chennai today,"December 04, 2010",TAMIL NADU,11.127123,78.656891
Awareness of HIV/AIDS on fast track,"December 04, 2010",TAMIL NADU,11.127123,78.656891
"Strive to protect human rights, youth told","December 04, 2010",ANDHRA PRADESH,15.9129,79.73999
Programmes held to mark World AIDS Day,"December 04, 2010",TAMIL NADU,11.127123,78.656891
90 per cent of Delhiites not vaccinated against Hepatitis B,"December 04, 2010",Delhi,28.70406,77.102493
Red Ribbon clubs in colleges for AIDS awareness mooted,"December 05, 2010",ANDHRA PRADESH,15.9129,79.73999
"Minister pledges support to homeless women, children with HIV/AIDS","December 05, 2010",NEW DELHI,28.632429,77.218788
Red Ribbon Club inaugurated,"December 05, 2010",ANDHRA PRADESH,15.9129,79.73999
Citizens' Run Trust presents cheques to NGOs,"December 05, 2010",TAMIL NADU,11.127123,78.656891
Citizens' Run Trust presents cheques to NGOs,"December 05, 2010",Chennai,13.08268,80.270721
15 HIV cases detected in health camps,"December 07, 2010",ANDHRA PRADESH,15.9129,79.73999
Collector administers AIDS day pledge,"December 07, 2010",TAMIL NADU,11.127123,78.656891
HIV-positive woman elected BDC member,"December 08, 2010",NEW DELHI,28.632429,77.218788
Students take part in AIDS awareness rally,"December 08, 2010",TAMIL NADU,11.127123,78.656891
madurai today,"December 08, 2010",TAMIL NADU,11.127123,78.656891
More voices for creating awareness on AIDS,"December 09, 2010",KARNATAKA,15.317277,75.71389
Need to move HIV Bill in Parliament stressed,"December 09, 2010",Chennai,13.08268,80.270721
Workshop on HIV held,"December 10, 2010",ANDHRA PRADESH,15.9129,79.73999
WHO endorses new TB test,"December 10, 2010",NEW DELHI,28.632429,77.218788
Help HIV-affected people with donations: Collector,"December 10, 2010",TAMIL NADU,11.127123,78.656891
HIV prevalence figure in State to be released,"December 10, 2010",TAMIL NADU,11.127123,78.656891
Bangalore today,"December 11, 2010",KARNATAKA,15.317277,75.71389
Positive gesture towards kids,"December 11, 2010",KARNATAKA,15.317277,75.71389
Awareness on HIV/AIDS stressed,"November 28, 2010",ANDHRA PRADESH,15.9129,79.73999
â€œFacilities for HIV-affected children a collective responsibilityâ€,"November 28, 2010",TAMIL NADU,11.127123,78.656891
Two top hospitals lack facilities,"November 28, 2010",ANDHRA PRADESH,15.9129,79.73999
Expert for coverage of HIV/AIDS under Arogyasri scheme,"November 28, 2010",Visakhapatnam,17.686815,83.218483
Collector flags off AIDS awareness rally,"November 29, 2010",TAMIL NADU,11.127123,78.656891
Expert moots inclusion of HIV/AIDS in Arogyasri,"November 29, 2010",ANDHRA PRADESH,15.9129,79.73999
â€œFacilities for HIV-affected children a collective responsibilityâ€,"November 28, 2010",Chennai,13.08268,80.270721
Expert wants HIV/AIDS under Arogyasri,"November 29, 2010",ANDHRA PRADESH,15.9129,79.73999
Campaign against HIV through rhythm of feet today,"November 27, 2010",TAMIL NADU,11.127123,78.656891
Kaumara Vidya to be launched today,"November 29, 2010",ANDHRA PRADESH,15.9129,79.73999
AIDS awareness cycle rally evokes good response in Krishnagiri,"November 27, 2010",TAMIL NADU,11.127123,78.656891
"PHCs in Krishna district to have ICTCs, STI clinics","November 27, 2010",ANDHRA PRADESH,15.9129,79.73999
Volunteers rally around to help HIV children,"November 28, 2010",TAMIL NADU,11.127123,78.656891
AIDS awareness rally,"November 24, 2010",TAMIL NADU,11.127123,78.656891
AIDS awareness rally,"November 24, 2010",TAMIL NADU,11.127123,78.656891
Mother Teresa centenary celebrations begin today,"November 24, 2010",KARNATAKA,15.317277,75.71389
AIDS awareness rally,"November 24, 2010",TAMIL NADU,11.127123,78.656891
Ramnad Collector flags off bicycle rally,"November 24, 2010",TAMIL NADU,11.127123,78.656891
Police advocacy programme on HIV/AIDS,"November 25, 2010",TAMIL NADU,11.127123,78.656891
AIDS awareness rally evokes good response in Salem,"November 25, 2010",TAMIL NADU,11.127123,78.656891
Trust to help the HIV-hit,"November 25, 2010",TAMIL NADU,11.127123,78.656891
Flood warning to villages,"November 25, 2010",TAMIL NADU,11.127123,78.656891
"Competition in poster design, animation","November 25, 2010",ANDHRA PRADESH,15.9129,79.73999
Fighting stigma attached to people with HIV,"November 26, 2010",KARNATAKA,15.317277,75.71389
Reliance staff gesture,"November 26, 2010",ANDHRA PRADESH,15.9129,79.73999
Cycle rally flagged off,"November 26, 2010",TAMIL NADU,11.127123,78.656891
Pushing women towards self reliance,"November 26, 2010",NEW DELHI,28.632429,77.218788
Engagements,"November 26, 2010",KARNATAKA,15.317277,75.71389
â€˜Paurulara Parahushar!' comes at the right time,"November 26, 2010",ANDHRA PRADESH,15.9129,79.73999
ESI nurses to receive further training,"November 26, 2010",KARNATAKA,15.317277,75.71389
â€œFacilities for HIV-affected children a collective responsibilityâ€,"November 29, 2010",TAMIL NADU,11.127123,78.656891
â€˜Don't stigmatise people with HIV',"November 30, 2010",KARNATAKA,15.317277,75.71389
chennai today,"November 30, 2010",TAMIL NADU,11.127123,78.656891
Jatha to mark World Aids Day,"November 30, 2010",KARNATAKA,15.317277,75.71389
State has over 2.5 lakh people living with HIV,"November 30, 2010",KARNATAKA,15.317277,75.71389
â€˜Counsellors indifferent to people visiting HIV testing centres',"November 30, 2010",KARNATAKA,15.317277,75.71389
Panchayats' involvement in supporting children with HIV opposed,"November 30, 2010",KARNATAKA,15.317277,75.71389
School notes,"November 30, 2010",TAMIL NADU,11.127123,78.656891
HIV/AIDS prevalence down in State,"November 30, 2010",ANDHRA PRADESH,15.9129,79.73999
Rally to mark AIDS day,"November 30, 2010",ANDHRA PRADESH,15.9129,79.73999
Call for psycho-social support to HIV-hit,"November 30, 2010",ANDHRA PRADESH,15.9129,79.73999
Bellary second in deliveries under PPCT,"December 01, 2010",KARNATAKA,15.317277,75.71389
Of prevention and awareness,"December 01, 2010",TAMIL NADU,11.127123,78.656891
Health insurance for people with HIV soon,"December 01, 2010",KARNATAKA,15.317277,75.71389
Awareness rally,"December 01, 2010",ANDHRA PRADESH,15.9129,79.73999
"Creating awareness, key to fighting the scourge","December 01, 2010",TAMIL NADU,11.127123,78.656891
What they say,"December 01, 2010",TAMIL NADU,11.127123,78.656891
"Stigma, more traumatic than the disease","December 01, 2010",TAMIL NADU,11.127123,78.656891
Tirupur: Alarming rise in HIV cases,"December 01, 2010",TAMIL NADU,11.127123,78.656891
Spotlight on migrant workers in the war on AIDS,"December 01, 2010",TAMIL NADU,11.127123,78.656891
Motorbikes' rally on AIDS awareness campaign,"December 01, 2010",TAMIL NADU,11.127123,78.656891
HIV cases: Raichur district ranks 10th in Karnataka,"December 01, 2010",KARNATAKA,15.317277,75.71389
Hospital gets an exclusive ward for haemophilia patients,"November 04, 2010",TAMIL NADU,11.127123,78.656891
â€œOccupational hazardâ€™ hits truck industry hard,"November 06, 2010",Vijayawada,16.506174,80.648018
In memory of an activist,"November 08, 2010",KARNATAKA,15.317277,75.71389
Counselling need of the hour,"October 23, 2010",ANDHRA PRADESH,15.9129,79.73999
HIV/AIDS profile changing: Chandravadan,"October 24, 2010",ANDHRA PRADESH,15.9129,79.73999
Special wards for PLHA soon,"October 24, 2010",ANDHRA PRADESH,15.9129,79.73999
Kits distributed to HIV-infected children,"October 24, 2010",ANDHRA PRADESH,15.9129,79.73999
